"","nutrient","nutrient_type","nutrient_units","units","sex_stage","sex","stage","age_range","dri_type","ref_value","footnote","ref_units","relevance","data_type"
"1296","Zinc","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","UL",5,"","mg",3,"RDI_name"
"1297","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",12,"","mg",3,"RDI_name"
"1298","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",9.5,NA,"mg",3,"RDI_name"
"1299","Zinc","Element","mg","mg/d","Children","Both","Children","4-8 yr","UL",12,"","mg",3,"RDI_name"
"1300","Zinc","Element","mg","mg/d","Men","Males","None","9-13 yr","UL",23,"","mg",3,"RDI_name"
"1301","Zinc","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",2,"*","mg",3,"RDI_name"
"1302","Zinc","Element","mg","mg/d","Women","Females","None","14-18 yr","EAR",7.3,NA,"mg",3,"RDI_name"
"1303","Zinc","Element","mg","mg/d","Men","Males","None",">70 yr","UL",40,"","mg",3,"RDI_name"
"1304","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",40,"","mg",3,"RDI_name"
"1305","Zinc","Element","mg","mg/d","Women","Females","None","51-70 yr","UL",40,"","mg",3,"RDI_name"
"1306","Zinc","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","UL",4,"","mg",3,"RDI_name"
"1307","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",12,"","mg",3,"RDI_name"
"1308","Zinc","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","RDA",3,"","mg",3,"RDI_name"
"1309","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",40,"","mg",3,"RDI_name"
"1310","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",10.9,NA,"mg",3,"RDI_name"
"1311","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",10.4,NA,"mg",3,"RDI_name"
"1312","Zinc","Element","mg","mg/d","Children","Both","Children","4-8 yr","EAR",4,NA,"mg",3,"RDI_name"
"1313","Zinc","Element","mg","mg/d","Men","Males","None","9-13 yr","EAR",7,NA,"mg",3,"RDI_name"
"1314","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",10.5,NA,"mg",3,"RDI_name"
"1315","Zinc","Element","mg","mg/d","Men","Males","None","19-30 yr","RDA",11,"","mg",3,"RDI_name"
"1316","Zinc","Element","mg","mg/d","Men","Males","None",">70 yr","RDA",11,"","mg",3,"RDI_name"
"1317","Zinc","Element","mg","mg/d","Men","Males","None","31-50 yr","RDA",11,"","mg",3,"RDI_name"
"1318","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",9.5,NA,"mg",3,"RDI_name"
"1319","Zinc","Element","mg","mg/d","Men","Males","None","51-70 yr","RDA",11,"","mg",3,"RDI_name"
"1320","Zinc","Element","mg","mg/d","Children","Both","Children","1-3 yr","EAR",2.5,NA,"mg",3,"RDI_name"
"1321","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",10.4,NA,"mg",3,"RDI_name"
"1322","Zinc","Element","mg","mg/d","Children","Both","Children","1-3 yr","RDA",3,"","mg",3,"RDI_name"
"1323","Zinc","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","EAR",2.5,NA,"mg",3,"RDI_name"
"1324","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",13,"","mg",3,"RDI_name"
"1325","Zinc","Element","mg","mg/d","Women","Females","None","19-30 yr","UL",40,"","mg",3,"RDI_name"
"1326","Zinc","Element","mg","mg/d","Women","Females","None","31-50 yr","UL",40,"","mg",3,"RDI_name"
"1327","Zinc","Element","mg","mg/d","Women","Females","None",">70 yr","EAR",6.8,NA,"mg",3,"RDI_name"
"1328","Zinc","Element","mg","mg/d","Women","Females","None","9-13 yr","UL",23,"","mg",3,"RDI_name"
"1329","Zinc","Element","mg","mg/d","Women","Females","None","14-18 yr","UL",34,"","mg",3,"RDI_name"
"1330","Zinc","Element","mg","mg/d","Women","Females","None","9-13 yr","RDA",8,"","mg",3,"RDI_name"
"1331","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",34,"","mg",3,"RDI_name"
"1332","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",11,"","mg",3,"RDI_name"
"1333","Zinc","Element","mg","mg/d","Men","Males","None","14-18 yr","RDA",11,"","mg",3,"RDI_name"
"1334","Zinc","Element","mg","mg/d","Women","Females","None","31-50 yr","EAR",6.8,NA,"mg",3,"RDI_name"
"1335","Zinc","Element","mg","mg/d","Women","Females","None","51-70 yr","EAR",6.8,NA,"mg",3,"RDI_name"
"1336","Zinc","Element","mg","mg/d","Women","Females","None","14-18 yr","RDA",9,"","mg",3,"RDI_name"
"1337","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",40,"","mg",3,"RDI_name"
"1338","Zinc","Element","mg","mg/d","Women","Females","None","19-30 yr","EAR",6.8,NA,"mg",3,"RDI_name"
"1339","Zinc","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",40,"","mg",3,"RDI_name"
"1340","Zinc","Element","mg","mg/d","Children","Both","Children","4-8 yr","RDA",5,"","mg",3,"RDI_name"
"1341","Zinc","Element","mg","mg/d","Men","Males","None","9-13 yr","RDA",8,"","mg",3,"RDI_name"
"1342","Zinc","Element","mg","mg/d","Women","Females","None","19-30 yr","RDA",8,"","mg",3,"RDI_name"
"1343","Zinc","Element","mg","mg/d","Women","Females","None","31-50 yr","RDA",8,"","mg",3,"RDI_name"
"1344","Zinc","Element","mg","mg/d","Women","Females","None",">70 yr","RDA",8,"","mg",3,"RDI_name"
"1345","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",12,"","mg",3,"RDI_name"
"1346","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",11,"","mg",3,"RDI_name"
"1347","Zinc","Element","mg","mg/d","Women","Females","None","51-70 yr","RDA",8,"","mg",3,"RDI_name"
"1348","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None","9-13 yr","AI",1.2,"*","g",3,"RDI_name"
"1349","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None","19-30 yr","AI",1.6,"*","g",3,"RDI_name"
"1350","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None","31-50 yr","AI",1.6,"*","g",3,"RDI_name"
"1351","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None","51-70 yr","AI",1.6,"*","g",3,"RDI_name"
"1352","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None","14-18 yr","AI",1.6,"*","g",3,"RDI_name"
"1353","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None","51-70 yr","AI",1.1,"*","g",3,"RDI_name"
"1354","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None",">70 yr","AI",1.1,"*","g",3,"RDI_name"
"1355","α-Linolenic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",1.4,"*","g",3,"RDI_name"
"1356","α-Linolenic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",1.4,"*","g",3,"RDI_name"
"1357","α-Linolenic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",1.4,"*","g",3,"RDI_name"
"1358","α-Linolenic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","14-18 yr","AI",1.3,"*","g",3,"RDI_name"
"1359","α-Linolenic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","19-30 yr","AI",1.3,"*","g",3,"RDI_name"
"1360","α-Linolenic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","31-50 yr","AI",1.3,"*","g",3,"RDI_name"
"1361","α-Linolenic acid","Macronutrient","g","g/d","Men","Males","None",">70 yr","AI",1.6,"*","g",3,"RDI_name"
"1362","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None","9-13 yr","AI",1,"*","g",3,"RDI_name"
"1363","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None","14-18 yr","AI",1.1,"*","g",3,"RDI_name"
"1364","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None","19-30 yr","AI",1.1,"*","g",3,"RDI_name"
"1365","α-Linolenic acid","Macronutrient","g","g/d","Women","Females","None","31-50 yr","AI",1.1,"*","g",3,"RDI_name"
"1366","α-Linolenic acid","Macronutrient","g","g/d","Infants","Both","Infants","0-6 mo","AI",0.5,"*","g",3,"RDI_name"
"1367","α-Linolenic acid","Macronutrient","g","g/d","Infants","Both","Infants","6-12 mo","AI",0.5,"*","g",3,"RDI_name"
"1368","α-Linolenic acid","Macronutrient","g","g/d","Children","Both","Children","1-3 yr","AI",0.7,"*","g",3,"RDI_name"
"1369","α-Linolenic acid","Macronutrient","g","g/d","Children","Both","Children","4-8 yr","AI",0.9,"*","g",3,"RDI_name"
